x,x,x,x,255-51-0,255-51-0,255-51-0,255-51-0,255-51-0,255-51-0,x,x,x,x,x,x
x,x,x,255-51-0,255-51-0,255-51-0,255-51-0,255-51-0,255-51-0,255-51-0,255-51-0,255-51-0,255-51-0,x,x,x
x,x,x,134-89-45,134-89-45,134-89-45,x,x,x,0-0-0,x,x,x,x,x,x
x,x,134-89-45,x,134-89-45,x,x,x,x,0-0-0,x,x,x,x,x,x
x,x,134-89-45,x,134-89-45,134-89-45,x,x,x,x,0-0-0,x,x,x,x,x
x,x,134-89-45,134-89-45,x,x,x,x,x,0-0-0,0-0-0,0-0-0,0-0-0,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x