x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,255-51-0,255-51-0,x,255-51-0,255-51-0,255-51-0,255-51-0,x,x,x,x,x,x
x,x,255-51-0,255-51-0,255-51-0,x,255-51-0,255-51-0,x,255-51-0,255-51-0,255-51-0,255-51-0,x,x,x
x,255-51-0,255-51-0,255-51-0,255-51-0,x,x,x,x,255-51-0,255-51-0,255-51-0,255-51-0,x,x,x
x,x,x,255-51-0,x,x,x,x,x,x,255-51-0,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x