x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,77-77-77,138-138-138,138-138-138,x,x,x,x,x,138-138-138,x,x,x
x,x,x,x,x,x,x,x,x,x,77-77-77,77-77-77,77-77-77,138-138-138,138-138-138,138-138-138,x,x,138-138-138,138-138-138,x,x,x
x,x,x,x,x,x,x,x,x,x,77-77-77,77-77-77,255-255-255,255-255-255,138-138-138,138-138-138,x,x,138-138-138,138-138-138,x,x,x
x,x,x,x,x,x,x,x,x,x,77-77-77,77-77-77,255-255-255,255-255-255,255-255-255,138-138-138,x,x,138-138-138,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,77-77-77,77-77-77,77-77-77,138-138-138,138-138-138,x,x,138-138-138,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,77-77-77,77-77-77,138-138-138,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,77-77-77,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,77-77-77,77-77-77,77-77-77,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,77-77-77,77-77-77,77-77-77,77-77-77,77-77-77,77-77-77,x,x,x,x,x,x,77-77-77,x,x,x,x
x,x,x,x,x,x,77-77-77,77-77-77,77-77-77,77-77-77,x,77-77-77,x,x,x,x,x,x,77-77-77,x,x,x,x
x,x,x,x,x,77-77-77,x,77-77-77,77-77-77,77-77-77,x,77-77-77,x,x,x,x,x,x,77-77-77,x,x,x,x
x,x,x,x,x,x,77-77-77,77-77-77,77-77-77,x,77-77-77,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,77-77-77,x,x,77-77-77,x,77-77-77,77-77-77,77-77-77,77-77-77,x,x,x,x,x,77-77-77,x,x,x,x
x,x,x,x,77-77-77,77-77-77,x,x,x,x,77-77-77,77-77-77,77-77-77,x,x,x,x,x,77-77-77,x,x,x,x
x,x,x,x,x,77-77-77,77-77-77,x,x,x,x,77-77-77,77-77-77,x,x,x,x,x,77-77-77,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,77-77-77,x,x,x,x,x,77-77-77,x,77-77-77,x,x
x,x,x,x,x,x,x,x,x,x,x,77-77-77,x,77-77-77,x,255-255-255,x,255-255-255,x,x,x,x,x
x,x,x,77-77-77,77-77-77,77-77-77,x,x,x,x,77-77-77,77-77-77,77-77-77,77-77-77,x,255-255-255,x,255-255-255,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,77-77-77,77-77-77,x,x,x,x,x,x,77-77-77,x,77-77-77,x,x
x,x,x,x,x,x,x,x,x,77-77-77,77-77-77,x,x,x,x,x,x,x,77-77-77,x,x,x,x
x,x,x,x,x,x,x,x,x,77-77-77,x,x,x,x,x,x,x,x,77-77-77,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,77-77-77,77-77-77,77-77-77,77-77-77,77-77-77,x,x,x,x,77-77-77,77-77-77,77-77-77,77-77-77,x,x,x,x
x,x,x,x,x,x,77-77-77,77-77-77,77-77-77,77-77-77,x,x,x,x,x,77-77-77,77-77-77,77-77-77,77-77-77,x,x,x,x
x,x,x,x,x,77-77-77,77-77-77,77-77-77,77-77-77,77-77-77,x,x,x,x,x,77-77-77,77-77-77,77-77-77,77-77-77,x,x,x,x
x,x,x,x,x,x,x,x,77-77-77,x,x,x,x,x,x,x,77-77-77,77-77-77,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x